data_frac,trial_i,performance,passed_safety,failed
0.0848342898244071,34,,False,False
0.0848342898244071,35,,False,False
0.0848342898244071,36,,False,False
0.0848342898244071,37,,False,False
0.0848342898244071,38,,False,False
0.0848342898244071,39,,False,False
0.0848342898244071,40,,False,False
0.0848342898244071,41,,False,False
0.0848342898244071,42,,False,False
0.0848342898244071,43,,False,False
0.0848342898244071,44,,False,False
0.0848342898244071,45,,False,False
0.0848342898244071,46,,False,False
0.0848342898244071,47,,False,False
0.0848342898244071,48,,False,False
0.0848342898244071,49,,False,False
0.1389495494373137,0,,False,False
0.1389495494373137,1,,False,False
0.1389495494373137,2,,False,False
0.1389495494373137,3,,False,False
0.1389495494373137,4,,False,False
0.1389495494373137,5,,False,False
0.1389495494373137,6,,False,False
0.1389495494373137,7,,False,False
0.1389495494373137,8,,False,False
0.1389495494373137,9,,False,False
0.1389495494373137,10,,False,False
0.1389495494373137,11,,False,False
0.1389495494373137,12,,False,False
0.1389495494373137,13,,False,False
0.1389495494373137,14,,False,False
0.1389495494373137,15,,False,False
0.1389495494373137,16,,False,False
0.1389495494373137,17,,False,False
0.1389495494373137,18,,False,False
0.1389495494373137,19,,False,False
0.1389495494373137,20,,False,False
0.1389495494373137,21,,False,False
0.1389495494373137,22,,False,False
0.1389495494373137,23,,False,False
0.1389495494373137,24,,False,False
0.1389495494373137,25,,False,False
0.1389495494373137,26,,False,False
0.1389495494373137,27,,False,False
0.1389495494373137,28,,False,False
0.1389495494373137,29,,False,False
0.1389495494373137,30,,False,False
0.1389495494373137,31,,False,False
0.1389495494373137,32,,False,False
0.1389495494373137,33,,False,False
0.1389495494373137,34,,False,False
0.1389495494373137,35,,False,False
0.1389495494373137,36,,False,False
0.1389495494373137,37,,False,False
0.1389495494373137,38,,False,False
0.1389495494373137,39,,False,False
0.1389495494373137,40,,False,False
0.1389495494373137,41,,False,False
0.1389495494373137,42,,False,False
0.1389495494373137,43,,False,False
0.1389495494373137,44,,False,False
0.1389495494373137,45,,False,False
0.1389495494373137,46,,False,False
0.1389495494373137,47,,False,False
0.1389495494373137,48,,False,False
0.1389495494373137,49,,False,False
0.2275845926074788,0,,False,False
0.2275845926074788,1,,False,False
0.2275845926074788,2,,False,False
0.2275845926074788,3,,False,False
0.2275845926074788,4,,False,False
0.2275845926074788,5,,False,False
0.2275845926074788,6,,False,False
0.2275845926074788,7,,False,False
0.2275845926074788,8,,False,False
0.2275845926074788,9,,False,False
0.2275845926074788,10,,False,False
0.2275845926074788,11,,False,False
0.2275845926074788,12,,False,False
0.2275845926074788,13,,False,False
0.2275845926074788,14,,False,False
0.2275845926074788,15,,False,False
0.2275845926074788,16,,False,False
0.2275845926074788,17,,False,False
0.2275845926074788,18,,False,False
0.2275845926074788,19,,False,False
0.2275845926074788,20,,False,False
0.2275845926074788,21,,False,False
0.2275845926074788,22,,False,False
0.2275845926074788,23,,False,False
0.2275845926074788,24,,False,False
0.2275845926074788,25,,False,False
0.2275845926074788,26,,False,False
0.2275845926074788,27,,False,False
0.2275845926074788,28,,False,False
0.2275845926074788,29,,False,False
0.2275845926074788,30,,False,False
0.2275845926074788,31,,False,False
0.2275845926074788,32,,False,False
0.2275845926074788,33,,False,False
0.2275845926074788,34,,False,False
0.2275845926074788,35,,False,False
0.2275845926074788,36,,False,False
0.2275845926074788,37,,False,False
0.2275845926074788,38,,False,False
0.2275845926074788,39,,False,False
0.2275845926074788,40,,False,False
0.2275845926074788,41,,False,False
0.2275845926074788,42,,False,False
0.2275845926074788,43,,False,False
0.2275845926074788,44,,False,False
0.2275845926074788,45,,False,False
0.2275845926074788,46,,False,False
0.2275845926074788,47,,False,False
0.2275845926074788,48,,False,False
0.2275845926074788,49,,False,False
0.3727593720314938,0,,False,False
0.3727593720314938,1,,False,False
0.3727593720314938,2,,False,False
0.3727593720314938,3,,False,False
0.3727593720314938,4,,False,False
0.3727593720314938,5,,False,False
0.3727593720314938,6,,False,False
0.3727593720314938,7,,False,False
0.3727593720314938,8,0.5100653768462616,True,False
0.3727593720314938,9,,False,False
0.3727593720314938,10,,False,False
0.3727593720314938,11,,False,False
0.3727593720314938,12,,False,False
0.3727593720314938,13,,False,False
0.3727593720314938,14,,False,False
0.3727593720314938,15,,False,False
0.3727593720314938,16,,False,False
0.3727593720314938,17,,False,False
0.3727593720314938,18,,False,False
0.3727593720314938,19,,False,False
0.3727593720314938,20,,False,False
0.3727593720314938,21,,False,False
0.3727593720314938,22,,False,False
0.3727593720314938,23,,False,False
0.3727593720314938,24,,False,False
0.3727593720314938,25,,False,False
0.3727593720314938,26,,False,False
0.3727593720314938,27,,False,False
0.3727593720314938,28,,False,False
0.3727593720314938,29,0.5443536841730942,True,False
0.3727593720314938,30,0.5205194122747634,True,False
0.3727593720314938,31,,False,False
0.3727593720314938,32,,False,False
0.3727593720314938,33,,False,False
0.3727593720314938,34,,False,False
0.3727593720314938,35,,False,False
0.3727593720314938,36,,False,False
0.3727593720314938,37,,False,False
0.3727593720314938,38,,False,False
0.3727593720314938,39,,False,False
0.3727593720314938,40,,False,False
0.3727593720314938,41,,False,False
0.3727593720314938,42,,False,False
0.3727593720314938,43,,False,False
0.3727593720314938,44,,False,False
0.3727593720314938,45,0.5354360319674708,True,False
0.3727593720314938,46,,False,False
0.3727593720314938,47,,False,False
0.3727593720314938,48,,False,False
0.3727593720314938,49,,False,False
0.6105402296585326,0,0.5359052126319964,True,False
0.6105402296585326,1,0.5607432803172634,True,False
0.6105402296585326,2,,False,False
0.6105402296585326,3,,False,False
0.6105402296585326,4,0.5621597556946532,True,False
0.6105402296585326,5,,False,False
0.6105402296585326,6,,False,False
0.6105402296585326,7,0.5651070313968986,True,False
0.6105402296585326,8,0.547239529001274,True,False
0.6105402296585326,9,,False,False
0.6105402296585326,10,,False,False
0.6105402296585326,11,0.5503970531879261,True,False
0.6105402296585326,12,,False,False
0.6105402296585326,13,0.5352680061014723,True,False
0.6105402296585326,14,,False,False
0.6105402296585326,15,,False,False
0.6105402296585326,16,,False,False
0.6105402296585326,17,0.5352193722537107,True,False
0.6105402296585326,18,,False,False
0.6105402296585326,19,,False,False
0.6105402296585326,20,0.5484682324001353,True,False
0.6105402296585326,21,0.564727315066832,True,False
0.6105402296585326,22,,False,False
0.6105402296585326,23,,False,False
0.6105402296585326,24,0.5639831912038802,True,False
0.6105402296585326,25,,False,False
0.6105402296585326,26,0.5417583972951255,True,False
0.6105402296585326,27,0.5501844872962697,True,False
0.6105402296585326,28,,False,False
0.6105402296585326,29,,False,False
0.6105402296585326,30,,False,False
0.6105402296585326,31,,False,False
0.6105402296585326,32,,False,False
0.6105402296585326,33,0.53841342213836,True,False
0.6105402296585326,34,0.5649931353051959,True,False
0.6105402296585326,35,,False,False
0.6105402296585326,36,0.5469259485061045,True,False
0.6105402296585326,37,0.5424653518500192,True,False
0.6105402296585326,38,0.5758888196684488,True,False
0.6105402296585326,39,,False,False
0.6105402296585326,40,0.5306492146940318,True,False
0.6105402296585326,41,,False,False
0.6105402296585326,42,,False,False
0.6105402296585326,43,0.5633353659180378,True,False
0.6105402296585326,44,,False,False
0.6105402296585326,45,,False,False
0.6105402296585326,46,,False,False
0.6105402296585326,47,,False,False
0.6105402296585326,48,0.5571896820350282,True,False
0.6105402296585326,49,0.5492938448947635,True,False
1.0,0,,False,False
1.0,1,0.5784537208997974,True,False
1.0,2,,False,False
1.0,3,0.5813079496055374,True,False
1.0,4,,False,False
1.0,5,,False,False
1.0,6,,False,False
1.0,7,0.5826163910256803,True,False
1.0,8,0.5696876968614487,True,False
1.0,9,0.592941784733178,True,False
1.0,10,0.5910353305527598,True,False
1.0,11,0.5603813192718771,True,False
1.0,12,,False,False
1.0,13,0.568738454160378,True,False
1.0,14,0.559745735793532,True,False
1.0,15,,False,False
1.0,16,0.5861557978981391,True,False
1.0,17,0.5826329590460083,True,False
1.0,18,0.5730388976257621,True,False
1.0,19,0.5939252415262691,True,False
1.0,20,0.563112741449078,True,False
1.0,21,0.5960817497585538,True,False
1.0,22,,False,False
1.0,23,,False,False
1.0,24,,False,False
1.0,25,0.5859315748252333,True,False
1.0,26,0.5593062823428092,True,False
1.0,27,0.5871509511754331,True,False
1.0,28,0.5700344614922787,True,False
1.0,29,0.587975527414702,True,False
1.0,30,,False,False
1.0,31,0.5659089539878821,True,False
1.0,32,,False,False
1.0,33,0.5839721709349992,True,False
1.0,34,,False,False
1.0,35,,False,False
1.0,36,0.5765759919366953,True,False
1.0,37,0.5753638996752742,True,False
1.0,38,0.5886039631396371,True,False
1.0,39,,False,False
1.0,40,0.575727160041877,True,False
1.0,41,,False,False
1.0,42,,False,False
1.0,43,,False,False
1.0,44,0.5765198973153368,True,False
1.0,45,,False,False
1.0,46,0.5866149928016543,True,False
1.0,47,,False,False
1.0,48,0.5817632057399291,True,False
1.0,49,0.5800537202671333,True,False
