data_frac,trial_i,performance,passed_safety,failed
0.001,0,,False,False
0.001,1,,False,False
0.001,2,,False,False
0.001,3,,False,False
0.001,4,,False,False
0.001,5,,False,False
0.001,6,,False,False
0.001,7,,False,False
0.001,8,,False,False
0.001,9,,False,False
0.001,10,,False,False
0.001,11,,False,False
0.001,12,,False,False
0.001,13,,False,False
0.001,14,,False,False
0.001,15,,False,False
0.001,16,,False,False
0.001,17,,False,False
0.001,18,,False,False
0.001,19,,False,False
0.001,20,,False,False
0.001,21,,False,False
0.001,22,,False,False
0.001,23,,False,False
0.001,24,,False,False
0.001,25,,False,False
0.001,26,,False,False
0.001,27,,False,False
0.001,28,,False,False
0.001,29,,False,False
0.001,30,,False,False
0.001,31,,False,False
0.001,32,,False,False
0.001,33,,False,False
0.001,34,,False,False
0.001,35,,False,False
0.001,36,,False,False
0.001,37,,False,False
0.001,38,,False,False
0.001,39,,False,False
0.001,40,,False,False
0.001,41,,False,False
0.001,42,,False,False
0.001,43,,False,False
0.001,44,,False,False
0.001,45,,False,False
0.001,46,,False,False
0.001,47,,False,False
0.001,48,,False,False
0.001,49,,False,False
0.001637893706954,0,,False,False
0.001637893706954,1,,False,False
0.001637893706954,2,,False,False
0.001637893706954,3,,False,False
0.001637893706954,4,,False,False
0.001637893706954,5,,False,False
0.001637893706954,6,,False,False
0.001637893706954,7,,False,False
0.001637893706954,8,,False,False
0.001637893706954,9,,False,False
0.001637893706954,10,,False,False
0.001637893706954,11,,False,False
0.001637893706954,12,,False,False
0.001637893706954,13,,False,False
0.001637893706954,14,,False,False
0.001637893706954,15,,False,False
0.001637893706954,16,,False,False
0.001637893706954,17,,False,False
0.001637893706954,18,,False,False
0.001637893706954,19,,False,False
0.001637893706954,20,,False,False
0.001637893706954,21,,False,False
0.001637893706954,22,,False,False
0.001637893706954,23,,False,False
0.001637893706954,24,,False,False
0.001637893706954,25,,False,False
0.001637893706954,26,,False,False
0.001637893706954,27,,False,False
0.001637893706954,28,,False,False
0.001637893706954,29,,False,False
0.001637893706954,30,,False,False
0.001637893706954,31,,False,False
0.001637893706954,32,,False,False
0.001637893706954,33,,False,False
0.001637893706954,34,,False,False
0.001637893706954,35,,False,False
0.001637893706954,36,,False,False
0.001637893706954,37,,False,False
0.001637893706954,38,,False,False
0.001637893706954,39,,False,False
0.001637893706954,40,,False,False
0.001637893706954,41,,False,False
0.001637893706954,42,,False,False
0.001637893706954,43,,False,False
0.001637893706954,44,,False,False
0.001637893706954,45,,False,False
0.001637893706954,46,,False,False
0.001637893706954,47,,False,False
0.001637893706954,48,,False,False
0.001637893706954,49,,False,False
0.0026826957952797,0,,False,False
0.0026826957952797,1,,False,False
0.0026826957952797,2,,False,False
0.0026826957952797,3,,False,False
0.0026826957952797,4,,False,False
0.0026826957952797,5,,False,False
0.0026826957952797,6,,False,False
0.0026826957952797,7,,False,False
0.0026826957952797,8,,False,False
0.0026826957952797,9,,False,False
0.0026826957952797,10,,False,False
0.0026826957952797,11,,False,False
0.0026826957952797,12,,False,False
0.0026826957952797,13,,False,False
0.0026826957952797,14,,False,False
0.0026826957952797,15,,False,False
0.0026826957952797,16,,False,False
0.0026826957952797,17,,False,False
0.0026826957952797,18,,False,False
0.0026826957952797,19,,False,False
0.0026826957952797,20,,False,False
0.0026826957952797,21,,False,False
0.0026826957952797,22,,False,False
0.0026826957952797,23,,False,False
0.0026826957952797,24,,False,False
0.0026826957952797,25,,False,False
0.0026826957952797,26,,False,False
0.0026826957952797,27,,False,False
0.0026826957952797,28,,False,False
0.0026826957952797,29,,False,False
0.0026826957952797,30,,False,False
0.0026826957952797,31,,False,False
0.0026826957952797,32,,False,False
0.0026826957952797,33,,False,False
0.0026826957952797,34,,False,False
0.0026826957952797,35,,False,False
0.0026826957952797,36,,False,False
0.0026826957952797,37,,False,False
0.0026826957952797,38,,False,False
0.0026826957952797,39,,False,False
0.0026826957952797,40,,False,False
0.0026826957952797,41,,False,False
0.0026826957952797,42,,False,False
0.0026826957952797,43,,False,False
0.0026826957952797,44,,False,False
0.0026826957952797,45,,False,False
0.0026826957952797,46,,False,False
0.0026826957952797,47,,False,False
0.0026826957952797,48,,False,False
0.0026826957952797,49,,False,False
0.0043939705607607,0,,False,False
0.0043939705607607,1,,False,False
0.0043939705607607,2,,False,False
0.0043939705607607,3,,False,False
0.0043939705607607,4,,False,False
0.0043939705607607,5,,False,False
0.0043939705607607,6,,False,False
0.0043939705607607,7,,False,False
0.0043939705607607,8,,False,False
0.0043939705607607,9,,False,False
0.0043939705607607,10,,False,False
0.0043939705607607,11,,False,False
0.0043939705607607,12,,False,False
0.0043939705607607,13,,False,False
0.0043939705607607,14,,False,False
0.0043939705607607,15,,False,False
0.0043939705607607,16,,False,False
0.0043939705607607,17,,False,False
0.0043939705607607,18,,False,False
0.0043939705607607,19,,False,False
0.0043939705607607,20,,False,False
0.0043939705607607,21,,False,False
0.0043939705607607,22,,False,False
0.0043939705607607,23,,False,False
0.0043939705607607,24,,False,False
0.0043939705607607,25,,False,False
0.0043939705607607,26,,False,False
0.0043939705607607,27,,False,False
0.0043939705607607,28,,False,False
0.0043939705607607,29,,False,False
0.0043939705607607,30,,False,False
0.0043939705607607,31,,False,False
0.0043939705607607,32,,False,False
0.0043939705607607,33,,False,False
0.0043939705607607,34,,False,False
0.0043939705607607,35,,False,False
0.0043939705607607,36,,False,False
0.0043939705607607,37,,False,False
0.0043939705607607,38,,False,False
0.0043939705607607,39,,False,False
0.0043939705607607,40,,False,False
0.0043939705607607,41,,False,False
0.0043939705607607,42,,False,False
0.0043939705607607,43,,False,False
0.0043939705607607,44,,False,False
0.0043939705607607,45,,False,False
0.0043939705607607,46,,False,False
0.0043939705607607,47,,False,False
0.0043939705607607,48,,False,False
0.0043939705607607,49,,False,False
0.0071968567300115,0,,False,False
0.0071968567300115,1,,False,False
0.0071968567300115,2,,False,False
0.0071968567300115,3,,False,False
0.0071968567300115,4,,False,False
0.0071968567300115,5,,False,False
0.0071968567300115,6,,False,False
0.0071968567300115,7,,False,False
0.0071968567300115,8,,False,False
0.0071968567300115,9,,False,False
0.0071968567300115,10,,False,False
0.0071968567300115,11,,False,False
0.0071968567300115,12,,False,False
0.0071968567300115,13,,False,False
0.0071968567300115,14,,False,False
0.0071968567300115,15,,False,False
0.0071968567300115,16,,False,False
0.0071968567300115,17,,False,False
0.0071968567300115,18,,False,False
0.0071968567300115,19,,False,False
0.0071968567300115,20,,False,False
0.0071968567300115,21,,False,False
0.0071968567300115,22,,False,False
0.0071968567300115,23,,False,False
0.0071968567300115,24,,False,False
0.0071968567300115,25,,False,False
0.0071968567300115,26,,False,False
0.0071968567300115,27,,False,False
0.0071968567300115,28,,False,False
0.0071968567300115,29,,False,False
0.0071968567300115,30,,False,False
0.0071968567300115,31,,False,False
0.0071968567300115,32,,False,False
0.0071968567300115,33,,False,False
0.0071968567300115,34,,False,False
0.0071968567300115,35,,False,False
0.0071968567300115,36,,False,False
0.0071968567300115,37,,False,False
0.0071968567300115,38,,False,False
0.0071968567300115,39,,False,False
0.0071968567300115,40,,False,False
0.0071968567300115,41,,False,False
0.0071968567300115,42,,False,False
0.0071968567300115,43,,False,False
0.0071968567300115,44,,False,False
0.0071968567300115,45,,False,False
0.0071968567300115,46,,False,False
0.0071968567300115,47,,False,False
0.0071968567300115,48,,False,False
0.0071968567300115,49,,False,False
0.0117876863479358,0,,False,False
0.0117876863479358,1,,False,False
0.0117876863479358,2,,False,False
0.0117876863479358,3,,False,False
0.0117876863479358,4,,False,False
0.0117876863479358,5,,False,False
0.0117876863479358,6,,False,False
0.0117876863479358,7,,False,False
0.0117876863479358,8,,False,False
0.0117876863479358,9,,False,False
0.0117876863479358,10,,False,False
0.0117876863479358,11,,False,False
0.0117876863479358,12,,False,False
0.0117876863479358,13,,False,False
0.0117876863479358,14,,False,False
0.0117876863479358,15,,False,False
0.0117876863479358,16,,False,False
0.0117876863479358,17,,False,False
0.0117876863479358,18,,False,False
0.0117876863479358,19,,False,False
0.0117876863479358,20,,False,False
0.0117876863479358,21,,False,False
0.0117876863479358,22,,False,False
0.0117876863479358,23,,False,False
0.0117876863479358,24,,False,False
0.0117876863479358,25,,False,False
0.0117876863479358,26,,False,False
0.0117876863479358,27,,False,False
0.0117876863479358,28,,False,False
0.0117876863479358,29,,False,False
0.0117876863479358,30,,False,False
0.0117876863479358,31,,False,False
0.0117876863479358,32,,False,False
0.0117876863479358,33,,False,False
0.0117876863479358,34,,False,False
0.0117876863479358,35,,False,False
0.0117876863479358,36,,False,False
0.0117876863479358,37,,False,False
0.0117876863479358,38,,False,False
0.0117876863479358,39,,False,False
0.0117876863479358,40,,False,False
0.0117876863479358,41,,False,False
0.0117876863479358,42,,False,False
0.0117876863479358,43,,False,False
0.0117876863479358,44,,False,False
0.0117876863479358,45,,False,False
0.0117876863479358,46,,False,False
0.0117876863479358,47,,False,False
0.0117876863479358,48,,False,False
0.0117876863479358,49,,False,False
0.0193069772888324,0,,False,False
0.0193069772888324,1,,False,False
0.0193069772888324,2,,False,False
0.0193069772888324,3,,False,False
0.0193069772888324,4,,False,False
0.0193069772888324,5,,False,False
0.0193069772888324,6,,False,False
0.0193069772888324,7,,False,False
0.0193069772888324,8,,False,False
0.0193069772888324,9,,False,False
0.0193069772888324,10,,False,False
0.0193069772888324,11,,False,False
0.0193069772888324,12,,False,False
0.0193069772888324,13,,False,False
0.0193069772888324,14,,False,False
0.0193069772888324,15,,False,False
0.0193069772888324,16,,False,False
0.0193069772888324,17,,False,False
0.0193069772888324,18,,False,False
0.0193069772888324,19,,False,False
0.0193069772888324,20,,False,False
0.0193069772888324,21,,False,False
0.0193069772888324,22,,False,False
0.0193069772888324,23,,False,False
0.0193069772888324,24,,False,False
0.0193069772888324,25,,False,False
0.0193069772888324,26,,False,False
0.0193069772888324,27,,False,False
0.0193069772888324,28,,False,False
0.0193069772888324,29,,False,False
0.0193069772888324,30,,False,False
0.0193069772888324,31,,False,False
0.0193069772888324,32,,False,False
0.0193069772888324,33,,False,False
0.0193069772888324,34,,False,False
0.0193069772888324,35,,False,False
0.0193069772888324,36,,False,False
0.0193069772888324,37,,False,False
0.0193069772888324,38,,False,False
0.0193069772888324,39,,False,False
0.0193069772888324,40,,False,False
0.0193069772888324,41,,False,False
0.0193069772888324,42,,False,False
0.0193069772888324,43,,False,False
0.0193069772888324,44,,False,False
0.0193069772888324,45,,False,False
0.0193069772888324,46,,False,False
0.0193069772888324,47,,False,False
0.0193069772888324,48,,False,False
0.0193069772888324,49,,False,False
0.0316227766016837,0,,False,False
0.0316227766016837,1,,False,False
0.0316227766016837,2,,False,False
0.0316227766016837,3,,False,False
0.0316227766016837,4,,False,False
0.0316227766016837,5,,False,False
0.0316227766016837,6,,False,False
0.0316227766016837,7,,False,False
0.0316227766016837,8,,False,False
0.0316227766016837,9,,False,False
0.0316227766016837,10,,False,False
0.0316227766016837,11,,False,False
0.0316227766016837,12,,False,False
0.0316227766016837,13,,False,False
0.0316227766016837,14,,False,False
0.0316227766016837,15,,False,False
0.0316227766016837,16,,False,False
0.0316227766016837,17,,False,False
0.0316227766016837,18,,False,False
0.0316227766016837,19,,False,False
0.0316227766016837,20,,False,False
0.0316227766016837,21,,False,False
0.0316227766016837,22,,False,False
0.0316227766016837,23,,False,False
0.0316227766016837,24,,False,False
0.0316227766016837,25,,False,False
0.0316227766016837,26,,False,False
0.0316227766016837,27,,False,False
0.0316227766016837,28,,False,False
0.0316227766016837,29,,False,False
0.0316227766016837,30,,False,False
0.0316227766016837,31,,False,False
0.0316227766016837,32,,False,False
0.0316227766016837,33,,False,False
0.0316227766016837,34,,False,False
0.0316227766016837,35,,False,False
0.0316227766016837,36,,False,False
0.0316227766016837,37,,False,False
0.0316227766016837,38,,False,False
0.0316227766016837,39,,False,False
0.0316227766016837,40,,False,False
0.0316227766016837,41,,False,False
0.0316227766016837,42,,False,False
0.0316227766016837,43,,False,False
0.0316227766016837,44,,False,False
0.0316227766016837,45,,False,False
0.0316227766016837,46,,False,False
0.0316227766016837,47,,False,False
0.0316227766016837,48,,False,False
0.0316227766016837,49,,False,False
0.0517947467923121,0,,False,False
0.0517947467923121,1,,False,False
0.0517947467923121,2,,False,False
0.0517947467923121,3,,False,False
0.0517947467923121,4,,False,False
0.0517947467923121,5,,False,False
0.0517947467923121,6,,False,False
0.0517947467923121,7,,False,False
0.0517947467923121,8,,False,False
0.0517947467923121,9,,False,False
0.0517947467923121,10,,False,False
0.0517947467923121,11,,False,False
0.0517947467923121,12,,False,False
0.0517947467923121,13,,False,False
0.0517947467923121,14,,False,False
0.0517947467923121,15,,False,False
0.0517947467923121,16,,False,False
0.0517947467923121,17,,False,False
0.0517947467923121,18,,False,False
0.0517947467923121,19,,False,False
0.0517947467923121,20,,False,False
0.0517947467923121,21,,False,False
0.0517947467923121,22,,False,False
0.0517947467923121,23,,False,False
0.0517947467923121,24,,False,False
0.0517947467923121,25,,False,False
0.0517947467923121,26,,False,False
0.0517947467923121,27,,False,False
0.0517947467923121,28,,False,False
0.0517947467923121,29,,False,False
0.0517947467923121,30,,False,False
0.0517947467923121,31,,False,False
0.0517947467923121,32,,False,False
0.0517947467923121,33,,False,False
0.0517947467923121,34,,False,False
0.0517947467923121,35,,False,False
0.0517947467923121,36,,False,False
0.0517947467923121,37,,False,False
0.0517947467923121,38,,False,False
0.0517947467923121,39,,False,False
0.0517947467923121,40,,False,False
0.0517947467923121,41,,False,False
0.0517947467923121,42,,False,False
0.0517947467923121,43,,False,False
0.0517947467923121,44,,False,False
0.0517947467923121,45,,False,False
0.0517947467923121,46,,False,False
0.0517947467923121,47,,False,False
0.0517947467923121,48,,False,False
0.0517947467923121,49,,False,False
0.0848342898244071,0,,False,False
0.0848342898244071,1,,False,False
0.0848342898244071,2,,False,False
0.0848342898244071,3,,False,False
0.0848342898244071,4,,False,False
0.0848342898244071,5,,False,False
0.0848342898244071,6,,False,False
0.0848342898244071,7,,False,False
0.0848342898244071,8,,False,False
0.0848342898244071,9,,False,False
0.0848342898244071,10,,False,False
0.0848342898244071,11,,False,False
0.0848342898244071,12,,False,False
0.0848342898244071,13,,False,False
0.0848342898244071,14,,False,False
0.0848342898244071,15,,False,False
0.0848342898244071,16,,False,False
0.0848342898244071,17,,False,False
0.0848342898244071,18,,False,False
0.0848342898244071,19,,False,False
0.0848342898244071,20,,False,False
0.0848342898244071,21,,False,False
0.0848342898244071,22,,False,False
0.0848342898244071,23,,False,False
0.0848342898244071,24,,False,False
0.0848342898244071,25,,False,False
0.0848342898244071,26,,False,False
0.0848342898244071,27,,False,False
0.0848342898244071,28,,False,False
0.0848342898244071,29,,False,False
0.0848342898244071,30,,False,False
0.0848342898244071,31,,False,False
0.0848342898244071,32,,False,False
0.0848342898244071,33,,False,False
